;ID;Kategoria;Lokalizacja;Cena;Cena za m2;Typ budynku;Materiał;Liczba pokoi;Piętro;Liczba pięter w budynku;Rok budowy;Powierzchnia całkowita;Informacje dodatkowe;Numer oferty;Kredyt;descr;Okolica;Forma własności;Powierzchnia piwnicy;Kuchnia;Dostępne od;Czynsz;Mieszkanie;Powierzchnia działki;Powierzchnia mieszkalna;Kształt działki
42;149534065;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa miejscowość:  Warszawa dzielnica:  Mokotów;2 290 000 zł;10 751,17 zł/m2;apartamentowiec;cegła;5;6;7;2002;213 m2;winda;MS-28363;Sprawdź ratę!;"Apartament o pow. 213 m2 (2 mln zł) z możliwością kupienia dwóch miejsc postojowych w cenie 35 tys zł/szt.  Kameralny budynek apartamentowy pobudowany przez SBM Vistula. Bardzo dobra jakość części wspólnych, recepcja całodobowa, monitoring. Apartament bardzo dobrze doświetlony - głównie ekspozycja południowa. Widok z okien ponad dachami otaczającej zabudowy. Duży potencjał rearanżacyjny, np. poprzez otworzenie kuchni na salon. W cenie 2 miejsca postojowe w podziemnym garażu. Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Mariusz Soroka (licencja nr: 6930)  --------------------------  ""Zapraszamy do kontaktu telefonicznego w godzinach 9-22.00 7 dni w tygodniu""    Oferta wysłana z systemu Galactica Virgo  Numer oferty: MS-28363Nr licencji zawodowej: 6930";;Własność;;oddzielna;;2 700;;;;
43;148875472;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Śródmieście ulica:  Aleja Armii Ludowej;900 000 zł;10 227,27 zł/m2;kamienica;cegła;4;2;6;1951;88 m2;winda, ogrzewanie miejskie;BON30044;Sprawdź ratę!;Rozkładowe i dwustronne mieszkanie w Śródmieściu. Okna sypialni wychodzą na ciche podwórko. Na podłodze w pokojach parkiet.   - 4 ustawne pokoje 22,7 m2, 20,5 m2, 12,6 m2, 6,35 m2. - kuchnia 7,29 m2, - przedpokój 11,96 m2  - łazienka 3,27 m2 z wanną oraz prysznicem, - WC 1,5 m2 Wysokość pomieszczeń 2,90 m.  Wszystkie instalacje wymienione. Klatka schodowa po generalnym remoncie. Parkowanie na zamykanym podwórku, wjazd na pilota tylko dla mieszkańców kamienicy. Do mieszkania przynależy piwnica 3 m2.  Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów prawa i ma charakter informacyjny.    Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: BON30044Nr licencji zawodowej: 5370;;własność;;z oknem;;;;;;
44;151310708;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Wilanów ulica: Okolica Sarmackiej;"625 000 zł
                        
 (cena do negocjacji)";11 071,74 zł/m2;apartamentowiec;;2;3;4;2010;56,45 m2;winda, balkon, ogrzewanie miejskie, wanna;344214;Sprawdź ratę!;Miasteczko Wilanów  Apartamentowiec.  Mieszkanie jasne, duże okna, ciche, jednostronne. Okna wychodzą na wschód/południowy wschód. Przy sypialni przestronna garderoba.  Mieszkanie nadaje się do zamieszkania/wyremontowania/odświeżenia, wedle uznania.  Pokój dzienny 22,27 m2. Balkon. Kuchnia w aneksie, zabudowana, wyposażona. Sypialnia 11,88 m2. Garderoba 6 m2. Łazienka 8 m2, wanna.  Forma własności: pełna własność.   ------------------------------ Strony świata: wschodnie, południowo-wschodnie. Winda: tak. Stan okien: nowe. Stan instalacji: nowa. Łazienka: wanna Powierzchnia dodatkowa: balkon Typ kuchni: z oknem, w aneksie, z wyposażeniem, w zabudowie Okna: drewniane Zalety: telefon, internet, antresola, centralne ogrzewanie, recepcja Okolica: bank/bankomat, komenda policji, apteka, przychodnia/szpital, PKP, PKS, lotnisko Forma własności: własność Poziomy: jednopoziomowe Instalacje: nowa Okna: nowe Meble: nie Meble: nie SN Nieruchomości, Tel.: 518pokaż telefon, 22 4pokaż telefon, jacek@skontaktuj się Pośrednik: Jacek Świeprawski - licencja nr: 5373 ---Niniejsze ogłoszenie jest informacją handlową i nie może być uznawane za ofertę w rozumieniu art. 66 Kodeksu Cywilnego---  Numer oferty: 344214Nr licencji zawodowej: 5373;apteka, autobus, bazarek osiedlowy, centrum handlowe, przedszkole, przychodnia, szkoła, żłobek;własność;;Typ kuchni: z oknem, w aneksie, z wyposażeniem, w zabudowie;;500 PLN;;;;
45;151217655;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa gmina:  Białołęka miejscowość:  Warszawa dzielnica:  Białołęka ulica:  Cicha okolica;336 985 zł;6 050 zł/m2;inny;inny;2;1;2;2021;55,70 m2;miejsce parkingowe, balkon, loggia;N+753354;Sprawdź ratę!;Prosto od Developera! Osiedle powstaje blisko rezerwatu przyrody a zarazem tylko 25 minut od Śródmieścia.  Lokalizacja: • 15 min do metra • W promieniu 10 min znajduje się kino, sklep Ikea, centrum handlowe Atrium Targówek oraz restauracje • Centrum sportowe, basen • 17 km od centrum W bezpośrednim sąsiedztwie osiedla  -restauracje,  -punkty usługowe oraz sklepy.  -przedszkola,  -żłobki  -szkoła podstawowa,  -przychodnia lekarska.  W promieniu 10 minut od nowego mieszkania znajdują się kino, sklep Ikea, centrum-handlowe Atrium Targówek i liczne restauracje. Aktywnych ucieszy bliskość centrum sportowego oraz basenu.  Wysoki standard wykończenia  Możliwość wykończenia pod klucz w bardzo atrakcyjnych cenach  Posiadam też inne metraże!  Zadzwoń już dziś  Numer oferty: N+753354Osoba odpowiedzialna zawodowo: Łukasz Abramczyk;park, las, apteka, autobus, przedszkole, żłobek;;;;;;;;;
46;151344155;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Mokotów ulica:  Bernardyńska;404 000 zł;11 222,22 zł/m2;inny;inny;2;7;12;1977;36 m2;winda;82537/3645/OMS;Sprawdź ratę!;Do sprzedania 2 pokojowe mieszkanie o powierzchni 36 m2, zlokalizowane na Mokotowie przy ul. Bernardyńskiej . Mieszkanie znajduje się na 7 piętrze w budynku 12 piętrowym z 1977 roku.  Dwa pokoje z aneksem kuchennym, łazienka, przedpokój.  Do zamieszkania, własnościowe . Wysoki standard.      Oferty zamieszczone na naszych stronach nie stanowią oferty w rozumieniu Kodeksu Cywilnego . Pośrednik odpowiedzialny zawodowo za wykonywanie umowy pośrednictwa : numer licencji 6694 .  Zapraszamy na naszą stronę internetową : www.redhouse.waw.pl  Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 82537/3645/OMSNr licencji zawodowej: 6694;;;;;;;;;;
47;150576186;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Wawer ulica:  Wiązana;450 000 zł;7 258,06 zł/m2;inny;cegła;3;2;2;;62 m2;;381430013;Sprawdź ratę!;Do sprzedania nowe,  3 pokojowe, bezczynszowe mieszkanie o pow. 62 m2 na zamkniętym osiedlu w Wawrze. 2 piętro w kameralnym 2 piętrowym budynku. Możliwość adaptacji strychu. Mieszkanie w stanie deweloperskim.Do mieszkania przynależy ogródek o pow. 21,5m2 i garaż na 1 samochód. Możliwość parkowania drugiego samochodu przed budynkiem.Woda miejska, kanalizacja, gaz. Mieszkanie wyposażone w piec dwufunkcyjny ( ogrzewanie budynku i podgrzewanie wody).W części mieszkania i na klatce instalacja do ogrzewania podłogowego. W budynku pomieszczenie na wózki lub rowery.KUPUJĄCY NIE PŁACI PROWIZJI. Kontakt: 509pokaż telefon. Więcej ofert na stronach: www.grewal.com.pl lub kobrynski.pl  Numer oferty: 381430013Nr licencji zawodowej: 4145;;;;oddzielna;;;;;;
48;150832368;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa gmina:  Wola miejscowość:  Warszawa dzielnica:  Wola ulica:  Juliana Konstantego Ordona;770 000 zł;9 390,24 zł/m2;inny;inny;4;5;8;2019;82 m2;balkon;PH374328;Sprawdź ratę!;PIĘKNY APARTAMENT GOTOWY DO ODBIORU !   DOGODNY SPOSÓB FINANSOWANIA CESJA PRAW !   Oferujemy na sprzedaż 4 pokojowy apartament w stanie deweloperskim zlokalizowane na warszawskiej Woli na zamkniętym, strzeżonym osiedlu. Mieszkanie usytuowane jest na 5 piętrze w 8 piętrowym apartamentowcu z 2019 roku.  Mieszkanie o całkowitej powierzchni użytkowej 82 m2, składa się z:  -salonu z aneksem kuchennym 27,30 m2 -sypialni 14,95 m2, -sypialni 12,16 m2, -sypialni 10,69 m2 -przedpokoju 10,58 m2 -dwóch łazienek 3,70 m2 i 3,10 m2  Mieszkanie doskonale doświetlone - ekspozycja okien zachód, południe, wschód.    Ogromne możliwości aranżacji  apartamentu.  Do mieszkania przynależy taras 23 m3 i balkon 10 m2.    Możliwość dokupienia miejsca postojowego w hali garażowej w cenie 35 000 zł    Inwestycja położona jest na warszawskiej Woli, jednej z najbardziej dynamicznie rozwijających się dzielnic.  Około 150 metrów od budynku znajduje się przystanek Parafialna gdzie kursują autobusy nr 136, 154, 167, 178, 184, 186 oraz linia nocna N43.  W tym roku planowane jest otwarcie kolejnej na II linii metra stacji Metro Płocka.   Szeroka infrastruktura: Teatr na Woli, kluby sportowe, centra handlowe, najbliższa szkoła po drugiej stronie ul. Kasprzaka (bezpieczeństwo dzieci i oszczędność czasu dla rodziców).  Okolica z dużą ilością zieleni (parki Moczydło utrzymany w angielskim stylu z siłownią na świeżym powietrzu i stawami, Sowińskiego z amfiteatrem proponującym w lecie atrakcyjny repertuar rozrywkowo-koncertowy , Szymańskiego z fontannami, trasami biegowymi oraz dla rowerzystów i rolkarzy dają możliwość wypoczynku i uprawiania sportu).        * Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego.  Zadzwoń do nas pod numer 221pokaż telefon i sprawdź najlepsze oferty: - kredytów hipotecznych - kredytów gotówkowych z przeznaczeniem na remont  - pakietów wykończeniowych mieszkań (już od 600 zł/m2) - ubezpieczeń mieszkań oraz OC/AC  Nasi Eksperci czekają na Ciebie.  Numer oferty: PH374328Osoba odpowiedzialna zawodowo: Renata Murawska;;;;;;;;;;
49;150961468;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa miejscowość:  Warszawa dzielnica:  Ursus ulica:  Skoroszewska;635 000 zł;8 943,66 zł/m2;apartamentowiec;inny;3;2;4;2008;71 m2;winda;SLS-MS-632;Sprawdź ratę!;"Solus Nieruchomości oferuje do sprzedaży efektowne, funkcjonalne, odnowione mieszkanie gotowe już do wprowadzenia:  3-pokojowe z oddzielną widną kuchnią na 2. piętrze w budynku 4p. z 2008 roku na kameralnym osiedlu Skorosze w Warszawie.    Mieszkanie przestronne, okna na 3 strony świata.  Oddzielona część wypoczynkowa od sypialnianej.  Okazały balkon (9,2m2).  Drzwi antywłamaniowe KL C.  Tylko 2 mieszkania na piętrze.  W budynku jest winda.  Do mieszkania przynależy miejsce parkingowe w dodatkowej cenie 20 tys. zł (zakup opcjonalny).  Ogrodzony duży dostępny parking zewnętrzny dla mieszkańców.  Osiedle strzeżone 24h.    Mieszkanie jest wykończone w wysokim standardzie:  - jest czyste, pomalowane, wycyklinowane podłogi, nowe cokoły,  - drewniane dębowe podłogi,  - drewniane drzwi z pełnego dębu,  - dębowa zabudowa kuchenna z pełnym wyposażeniem w AGD,  - dwie duże szafy systemowe,  - glazura i terakota wysokiej jakości (niemiecka, włoska, hiszpańska).    Korzystna lokalizacja. W pobliżu:  - punkty gastronomiczne, usługowe, handlowe, oświatowe, przychodnie zdrowia;  - Centrum Handlowe Skorosze, Leroy Merlin, Biedronka, restauracje,  - dobre połączenie z południową obwodnicą,  - przystanki autobusowe ZTM,  - stacja kol. KM/SKM  - dojazd do Centrum Warszawy tą drogą trwa 16 minut.    Zdecydowanie polecam!  Roman Ptaszyński, Biuro Ursus, ul. Bohaterów Warszawy 28.  Zapewniamy profesjonalną obsługę Państwa transakcji pod względem prawnym.    Nr oferty na www.solusdom.pl SLS-MS-632.      Oferta wysłana z systemu Galactica Virgo  Numer oferty: SLS-MS-632";;Odrębna własność lokalu;;widna - wejście z przedpokoju;;750;;;;
50;148731051;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Wola ulica:  Nowolipki;615 000 zł;15 809,77 zł/m2;blok;cegła;1;3;3;1965;38,90 m2;ogrzewanie miejskie;47410/3098/OMS;Sprawdź ratę!;"Mieszkanie 38 m2 w centrum Warszawy. Mieszkanie znajduję się na przytulnym oraz zielonym osiedlu, na którym jest cisza i spokój.  Jedna z najlepszych lokalizacji w Warszawie - bardzo dobra komunikacja, w pobliżu park, liczne sklepy, restauracje, kawiarnie, kino, bazarek, przedszkole, żłobek, szpital, poczta, apteki. Metro 10 min.   ROZKŁAD: - pokój - widna  kuchnia  - łazienka  - przedpokój  Kamienica w stanie technicznym dobrym.  Więcej informacji pod tel. 884pokaż telefon    Zamieszczona oferta nie stanowi oferty w rozumieniu Kodeksu Cywilnego. licencja 4355; Zapytaj naszego Agenta o pomoc w otrzymaniu kredytu !!!  Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 47410/3098/OMSNr licencji zawodowej: 9218";;;;z oknem;;;;;;
51;139124872;Mieszkania na sprzedaż;województwo:  Mazowieckie powiat:  Warszawa gmina:  Warszawa miejscowość:  Warszawa dzielnica:  Ursynów;599 000 zł;8 040,27 zł/m2;;cegła;4;Parter;2;1992;74,50 m2;balkon, piwnica, loggia;48009/455/OMS;Sprawdź ratę!;OFERTA SKIEROWANA DO KLIENTÓW  GOTÓWKOWYCH - bardzo ładne, rozkładowe czteropokojowe mieszkanie usytuowane na wysokim parterze. Mieszkanie jest bardzo jasne - okna wychodzą na 3 strony świata. Posiada przestronny balkon oraz duży ogródek.  Blok jest kameralny, dwupiętrowy, wybudowany z cegły w 1992 r. Niedawno ogrodzony. Na klatce tylko sześć mieszkań. Wokół dużo zieleni, plac zabaw dla dzieci i stół pingpongowy. W skład mieszkania wchodzą: - pokój dzienny - 18 m2 (z wyjściem na 9 m2 balkon, z którego jest zejście do ogródka) - pokój - 10 m2, pokój - 11 m2, pokój - 7,7 m2 - widna kuchnia - 9,6 m2 - łazienka z oknem - 4,25 m2, osobne WC - przedpokój - 12 m2 Do mieszkania przynależy piwnica - 8 m2. Lokatorzy mogą korzystać z wózkarni i suszarni. Czynsz ok. 670 zł (w tym zaliczki na media i fundusz remontowy). Mieszkanie spółdzielcze własnościowe, bez księgi wieczystej.  Ładna, zielona okolica, dużo otwartej przestrzeni, w pobliżu sklepy, przedszkole, szkoła podstawowa i gimnazjum, przychodnia lekarska, komisariat policji. Zaciszna lokalizacja, miejsce odsunięte od większych ulic, ale jednocześnie dobrze skomunikowane - w niewielkiej odległości przystanki autobusowe, stacja metra 10-15 min spacerem. Nie ma problemu z parkowaniem. SERDECZNIE ZAPRASZAM tel: 731pokaż telefon    Oferta wysłana z programu dla biur nieruchomości - asariWEB  Numer oferty: 48009/455/OMS;;;;;;;;;;
52;149677901;Mieszkania na sprzedaż;województwo:  mazowieckie miejscowość:  Warszawa dzielnica:  Mokotów ulica:  Morska;610 000 zł;11 730,77 zł/m2;apartamentowiec;inny;2;3;4;;52 m2;winda, balkon, ogrzewanie miejskie, piwnica, garaż;17647;Sprawdź ratę!;SŁONECZNY  apartament  o powierzchni 52m2, 2 pokojowy,dwustronny, wykończony w wysokim standardzie u usytuowany, w kameralnym niskim apartamentowcu , 14 rodzinnym na osiedlu Marina Mokotów. Z  salonu  i sypialni okna wychodzą na południowy wschód a z  kuchni  na północ. Teren jest ogrodzony, strzeżony,otoczony zielenią z dostępem do własnego parku (z placem zabaw, boiskiem, siłownią na powietrzu). Na osiedlu dostęp do  usług typu: (sklepy, pizzeria, fryzjer, pralnia, kosmetyczka, apteka).   ROZKŁAD POMIESZCZEŃ: salon z aneksem kuchennym, balkon, sypialnia,hol i łazienka.  MATERIAŁY WYKOŃCZENIOWE: podłogi z  drewna egzotycznego Sucupira, szafy w zabudowie (sypialnia, przedpokój), kuchnia marki RUST z sprzętem AGD marki Siemens. Dodatkowymi atutami są komórka lokatorska (15 tyś) oraz miejsce parkingowe w garażu podziemnym (50 tys) dodatkowo płatne. W pobliżu osiedla znajduje się przystanek autobusowy, CM Lux-Med, korty tenisowe (Stadion Gwardia) oraz Galeria Mokotów .  LOKALIZACJA: Osiedle Marina Mokotów. Świetny punkt komunikacyjny, szybki dojazd do centrum, lotniska.  SERDECZNIE ZAPRASZAM, JOANNA DĄBROWSKĄ tel: 889pokaż telefon, e-mail: jdabrowska@komdar,pl.  .      Zobacz inne interesujące oferty publikowane jedynie na: WWW.KOMDAR.PL  Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.  Numer oferty: 17647Nr licencji zawodowej: 20230;;własność;;aneks;;;;;;
53;151034202;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  Warszawa miejscowość:  Warszawa dzielnica:  Praga Południe ulica:  Dubieńska;479 000 zł;9 346,34 zł/m2;inny;inny;2;1;4;2015;51,25 m2;parking strzeżony;PNR-MS-6444;Sprawdź ratę!;"Mieszkanie 2 pokojowe, 51,25 m 2, piętro 1/4, bez windy, w budynku wielorodzinnym z 2015 r. Budynek zadbany, klatki czyste. Do dyspozycji mieszkańców ogródek i miejsca parkingowe w garażu podziemnym. (poziom -1). Mieszkanie w  stanie idealnym , składa się z salonu połączonego z kuchnią (29 m 2), oknami na południe i zachód, sypialni (11 m 2), z oknami na zachód, Łazienki (5 m 2), z wanną narożną, ogrzewanie podłogowym i przedpokoju (4 m 2), z szafą typu &bdquo;Komandor&rdquo;. Z sypialni wydzielona część na  garderobę  (3 m 2). Kuchnia w zabudowie w cenie mieszkania. W salonie zamontowany biokominek.  Z salonu wyjście na balkon (2 m 2). W pokojach na podłodze panele, w pozostałych pomieszczeniach gres.  Na ścianach gładź gipsowa.  Okna PCV, rolety. Drzwi antywłamaniowe,  zamontowany alarm.  Możliwość pozostawienia mebli i wyposażenia. Do mieszkania przynależy miejsce parkingowe w garażu podziemnym i komórka lokatorska (6 m 2).  Czynsz (600 zł).   Ogrzewanie z własnej kotłowni gazowej .  Stan idealny, bez nakładów finansowych .    Okolica cicha i spokojna. W pobliżu punkty handlowe i usługowe. W pobliżu przystanki komunikacji miejskiej, zarówno autobusowej i tramwajowej. Do Centrum ok. 15 minut.       OFERTA GODNA POLECENIA !!!    Cena do negocjacji!!!      ZDJĘCIA WYKORZYSTANE DO OFERTY PRZEDSTAWIAJĄ AKTUALNY STAN MIESZKANIA       WŁASNOŚĆ GRUNTU POD BUDYNKIEM, (BRAK OPŁAT ZA UŻYTKOWANIE WIECZYSTE GRUNTU).       Możliwość zakupu mieszkania w kredycie bankowym - uregulowane grunty.     UWAGA; Do mieszkania przynależy miejsce parkingowe w garażu podziemnym, w cenie - 20 tys, dodatkowo płatnej - zakup obligatoryjny    POMAGAMY KLIENTOM W UZYSKANIU KREDYTU NA NAJLEPSZYCH WARUNKACH. - Oferujemy bezpłatną konsultację doradcy kredytowego.    Pozdrawiam,  Jerzy Starczewski  +48 5pokaż telefon jerzy@niskontaktuj się    www.nieruchomosci-piorkowski.pl         Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Krzysztof Piórkowski  (licencja nr: 18245)    Oferta wysłana z systemu Galactica Virgo  Numer oferty: PNR-MS-6444";;Własność;6 m2;aneks kuchenny - połączony z salonem;;600;;;;
54;nowa_mangalia_warszawa-mokotow_539328;Mieszkania na sprzedaż;województwo:  mazowieckie powiat:  warszawski miejscowość:  Warszawa dzielnica:  Mokotów ulica:  Mangalia 1;;;;;3;6;7;2020;73,16 m2;loggia, teren zamknięty, winda, teren strzeżony;233;Sprawdź ratę!;Nowa Mangaliato wyjątkowa inwestycja, która łączy niepowtarzalny klimat z idealnym położeniem (tylko 17 minut od Centrum). Bez wątpienia Mokotów to najbardziej pożądana przez kupujących warszawska dzielnica, a kompleks mieszkaniowy Nowa Mangalia to wygodne i komfortowe miejsce do życia i spędzania czasu wolnego.  Inwestycja znajduje się w odległości zaledwie 200 m od jednej z głównych arterii komunikacyjnych Mokotowa – ulicy Jana III Sobieskiego. Bliskość komunikacji miejskiej umożliwia szybki dojazd nie tylko do centrum, ale także innych dzielnic Warszawy. Zlokalizowana nieopodal obwodnica zapewnia łatwy wyjazd z miasta. Z kolei fani rowerowych wycieczek będą mieć do dyspozycji rozbudowaną sieć okolicznych tras oraz stację Veturilo, zlokalizowaną zaledwie 3 minuty spacerem od osiedla.  Znakomita lokalizacja Nowej Mangalii pozwala cieszyć się bliskością zarówno pełnej infrastruktury miejskiej, jak i rozległych terenów zielonych. Liczne kawiarnie i restauracje sprzyjają życiu towarzyskiemu. Tutaj każdy znajdzie coś dla siebie: liczne place zabaw, pobliskie siłownie czy basen. Równie bogata jest oferta edukacyjna: żłobki, przedszkola, szkoły i szkoły językowe. Pełna infrastruktura usługowa oraz dobra komunikacja z innymi częściami miasta sprawiają, że jest to miejsce idealne dla singli i rodzin z dziećmi.   Nowa Mangalia to zespół dwóch budynków, w którym powstanie 291 lokali mieszkalnych. Osiedle będzie ogrodzone i strzeżone, natomiast pomiędzy budynkami przewidziany jest teren rekreacyjny. Na przyszłych mieszkańców czekają lokale o metrażach 25-81 m2 – od kawalerek do mieszkań czteropokojowych. Wszystkie mieszkania będą posiadać balkon, taras, loggię lub ogródek.   Osiedle będzie połączeniem nowoczesnego budownictwa i estetycznie zaprojektowanych części wspólnych. Klimat uzupełnią detale, m. in. wyjątkowa elewacja budynku oraz przestronne patio. Na terenie wewnętrznym znajdzie się miejsce strefy relaksu, odpoczynku i rekreacji. Na terenie inwestycji znajdować się będzie również plac zabaw.   Jest to miejsce wyjątkowo atrakcyjne dla miłośników przejażdżek rowerowych. W pobliżu znajdują się liczne stacje Veturilo, a najbliższa to tylko 3 minuty pieszo od inwestycji Nowa Mangalia. Na Mokotowie znajdują się około 44 kilometry ścieżek rowerowych. Najbardziej rozbudowana sieć znajduje się na Stegnach, gdzie przebiega m.in. fragment Szlaku Wisły, Szlak Bitew Warszawskich czy Trasa Praga Południe - Ursynów.   Zielona część osiedla będzie estetyczna i funkcjonalna. Nowa Mangalia spełni oczekiwania tych, którzy szukają dobrze zorganizowanej przestrzeni miejskiej i sąsiedztwa natury w postaci: terenów spacerowych, parków, zbiorników wodnych i ścieżek rowerowych. Jeziorko Czerniakowskie znajduje się tylko 5 minut od osiedla, do Łazienek Królewskich dojazd zajmuje jedynie 12 minut.   Okolica osiedla daje wiele możliwości spędzenia wolnego czasu. Znajdziemy tu miejsca do długich spacerów, wycieczek rowerowych, gier zespołowych, tenisa czy opalania się latem. Tylko 5 minut jazdy samochodem dzieli osiedle od Toru Łyżwiarskiego „Stegny”, który w okresie letnim służy jako tor do jazdy na rolkach. Dodatkowo, w promieniu 2 kilometrów od osiedla znajduje się Park im. Stanisława Dygata, Fort Czerniaków oraz Park Agrykola z Królikarnią.  Numer oferty: 233;szkoła, park / las, tramwaj, centrum handlowe, sklep spożywczy, dworzec kolejowy, przedszkole, autobus, plac zabaw, żłobek;;;;;;;;;
55;150176357;Mieszkania na sprzedaż;województwo:  mazowieckie miejscowość:  Warszawa dzielnica:  Mokotów ulica:  Kłobucka;920 000 zł;9 163,35 zł/m2;apartamentowiec;inny;4;7;7;2016;100,40 m2;winda, taras, ogrzewanie miejskie, garaż;17954;Sprawdź ratę!;OKAZJA CENOWA Duży penthouse na ostatnim piętrze o powierzchni 100,04m2 na MOKOTOWIE, w stanie deweloperskim ,jasny , narożny.z dużym 40m2 tarasem.  Z mieszkania rozpościera się piękny widok na lotnisko Chopina.  ROZKŁAD POMIESZCZEŃ: Apartament posiada  taras od strony salonu o powierzchni blisko 60 m2 oraz niewielką loggię od strony sypialni.  Dzięki użytym materiałom, mimo bliskości lotniska, w mieszkaniu panuje kompletna cisza a widok z ostatniego piętra jest zachwycający.  Istotny jest również fakt iż wedle planów zagospodarowania, w okolicy inwestycji CPU nie powstanie już żaden budynek który byłby wyższy niż piętro na którym położone jest w/w mieszkanie.   Do mieszkania przypisane są 2 miejsca parkingowe.  Sama inwestycja znajduje się 6 minut samochodem od obwodnicy oraz 5 minut od Galerii Mokotów oraz kompleksu biznesowego przy ulicy Domanie wskiej. Dobre miejsce do uprawiania sportu - w pobliżu lodowisko i boisko do koszykówki jak w West Side Story. Unikalne rozwiązanie, gwarantuje niemal całkowite wyłączenie ruchu kołowego z ulic osiedla sprowadzonego do sieci podziemnych dróg i parkingów. Na powierzchni sieć alejek, ścieżek biegowych i rowerowych, pomostów i kładek, które połączą trakty komunikacyjne z rozległymi terenami zielonymi, dwoma jeziorami oraz licznymi potokami przecinającymi krajobraz osiedla.  Teren osiedla strzeżony i monitorowany. W każdym z budynków są przestronne, nowoczesne portale windowe , drzwi antywłamaniowe.  Mieszkanie zaprojektowane zostało z troską o każdy detal, z balkonem, tarasem .Bardzo dobry dojazd do najważniejszych punktów Warszawy autobusem, samochodem, metrem czy rowerem. Własne przedszkole, klub Malucha, myjnia samochodowa, sklepy, apteka, kawiarnie i restauracje.  SERDECZNIE ZAPRASZAM,  JOANNA DĄBROWSKA, TEL: 889pokaż telefon, e-mail: jdabroskontaktuj się.  .    Zobacz inne interesujące oferty publikowane jedynie na: WWW.KOMDAR.PL  Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.  Numer oferty: 17954Nr licencji zawodowej: 20230;;własność;;;;;;;;
